"Loja";"Name Searched";"Name Found";"Price";"Price Float";"URL"
"E-Virtua";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.evirtua.com.br/Busca?search_department_id=0&SearchTerm=<BUSCA>"
"Fast Games";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"http://www.fastgames.com.br/loja/busca.php?loja=187970&palavra_busca=<BUSCA>"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Dourado, com Tela de 5,5, 4G, 32 GB e Camera de 12 MP - SM-G935F - SGG935DRD";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br/loja/celular-e-telefone/smartphone/galaxy/samsung-galaxy-s7-edge-dourado-4g-32gb-samsung-g935-fast?cm_re=FASTSHOP%3aSub-departamento%3aSamsung+Galaxy-_-Vitrine+02-_-SGG935DRD"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Preto, com Tela de 5,5, 4G, 32 GB e Camera de 12 MP - SM-G935F - SGG935PTO";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br//ProductDisplay?cm_re=FASTSHOP%3aSub-departamento%3aSamsung+Galaxy+S7-_-Vitrine+02-_-SGG935PTO&urlRequestType=Base&productId=4611686018426492523&catalogId=11052&categoryId=4611686018425150522&errorViewName=ProductDisplayErrorView&hotsite=fastshop&urlLangId=-6&langId=-6&top_category=4611686018425153584&parent_category_rn=4611686018425153584&storeId=10151"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Prata, com Tela de 5,5, 4G, 32 GB e Camera de 12 MP - SM-G935F - SGG935PTA";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br/loja/celular-e-telefone/smartphone/galaxy/samsung-galaxy-s7-edge-prata-4g-32gb-samsung-sm-g935f-fast?cm_re=FASTSHOP%3aSub-departamento%3aSamsung+Galaxy-_-Vitrine+07-_-SGG935PTA"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Edge Azul, com Tela de 5.5, 4G, 32 GB e Camera de 12 MP - SM-G935F - SGG935FAZL";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br//ProductDisplay?cm_re=FASTSHOP%3aSub-departamento%3aSamsung+Galaxy+S7-_-Vitrine+04-_-SGG935FAZL&urlRequestType=Base&productId=4611686018426965702&catalogId=11052&categoryId=4611686018425150522&errorViewName=ProductDisplayErrorView&hotsite=fastshop&urlLangId=-6&langId=-6&top_category=4611686018425153584&parent_category_rn=4611686018425153584&storeId=10151"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Preto, com Tela de 5.1, 4G, 32 GB e Camera de 12 MP - SM-G930F - SGG930PTO";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br/loja/celular-e-telefone/smartphone/galaxy/samsung-galaxy-s7-preto-32gb-sm-g930fz-fast?cm_re=FASTSHOP%3aSub-departamento%3aSamsung+Galaxy-_-Vitrine+08-_-SGG930PTO"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Prata, com Tela de 5.1, 4G, 32 GB e Camera de 12 MP - SM-G930F - SGG930PTA";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br/loja/grupo-ofertas-da-madrugada/gruposmartphones/samsung-galaxy-s7-prata-4g-32gb-sm-g930f-fast?cm_re=FASTSHOP%3aSub-departamento%3aSmartphones-_-Vitrine+11-_-SGG930PTA"
"Fast Shop";"Samsung galaxy S7";"Samsung Galaxy S7 Dourado, com Tela de 5.1, 4G, 32 GB e Camera de 12 MP - SM-G930F - SGG930DRD";"Indisponível";"R$ 9.999,99";"http://www.fastshop.com.br/loja/celular-e-telefone/smartphone/galaxy/samsung-galaxy-s7-dourado-32gb-sm-g930f-fast?cm_re=FASTSHOP%3aSub-departamento%3aSamsung+Galaxy-_-Vitrine+03-_-SGG930DRD"
"FNAC";"Samsung galaxy S7";"";"Indisponível";"R$ 9.999,99";"https://www.fnac.com.br/checkout/cart/add?sku=7166311&qty=1&seller=1&sc=1&price=299900&cv=3b0eb6886ee3d241da7c58fdd0a3d99b_geral:D7DD245587D23569F3D36FFFD43588E3&sc=1"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Preto";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/75189/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-preto/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbl - Dourado";"R$ 2.489,90";"R$ 2.489,90";"http://www.kabum.com.br/produto/75187/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbl-dourado/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbloqueado - Preto";"R$ 2.489,90";"R$ 2.489,90";"http://www.kabum.com.br/produto/75186/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbloqueado-preto/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbloqueado - Prata";"R$ 2.489,90";"R$ 2.489,90";"http://www.kabum.com.br/produto/75185/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbloqueado-prata/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Prata";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/75188/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-prata/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Rose";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/78379/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-rose/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 G930F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.1´, 32GB, 12MP, 4G, Desbl - Rose";"R$ 2.446,90";"R$ 2.446,90";"http://www.kabum.com.br/produto/83991/smartphone-samsung-galaxy-s7-g930f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-1-32gb-12mp-4g-desbl-rose/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbl - Azul";"R$ 2.799,90";"R$ 2.799,90";"http://www.kabum.com.br/produto/84104/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbl-azul/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3Ghz, Android 6.0, Tela Super Amoled 5.5´, 32GB, 12MP, 4G, Desbloqueado - Dourado";"R$ 2.949,90";"R$ 2.949,90";"http://www.kabum.com.br/produto/75190/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-32gb-12mp-4g-desbloqueado-dourado/?tag=Samsung galaxy S7"
"Kabum";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge G935F, Octa Core 2.3GHz, Android 6.0, Tela Super Amoled 5.5´, 128GB, 12MP, 4G, Desbl - Black Piano";"R$ 3.399,90";"R$ 3.399,90";"http://www.kabum.com.br/produto/85788/smartphone-samsung-galaxy-s7-edge-g935f-octa-core-2-3ghz-android-6-0-tela-super-amoled-5-5-128gb-12mp-4g-desbl-black-piano/?tag=Samsung galaxy S7"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7: FOR SENIORS";"R$ 12,95";"R$ 12,95";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-for-seniors-101655727"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7 POUR LES NULS POCHE";"R$ 32,97";"R$ 32,97";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-pour-les-nuls-poche-102074487"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7: FOR BEGINNERS";"R$ 12,95";"R$ 12,95";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-for-beginners-101655651"
"Livraria Cultura";"Samsung galaxy S7";"MY SAMSUNG GALAXY S7";"R$ 61,69preço +cultura";"R$ 9.999,99";"http://www.livrariacultura.com.br/p/my-samsung-galaxy-s7-102011143"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7 FOR DUMMIES";"R$ 33,60";"R$ 33,60";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-for-dummies-101392571"
"Livraria Cultura";"Samsung galaxy S7";"SAMSUNG GALAXY S7 & S7 EDGE FOR SENIORS";"R$ 12,95";"R$ 12,95";"http://www.livrariacultura.com.br/p/samsung-galaxy-s7-s7-edge-for-seniors-101676430"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 32GB Dourado 4G - Câm 12MP + Selfie 5MP Tela 5.1" Quad HD Octa Core";"2699.91";"R$ 2.699,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-32gb-dourado-4g-cam-12mp-selfie-5mp-tela-5.1-quad-hd-octa-core/p/2159151/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 128GB - Black Piano 4G Câm. 12MP + Selfie 5MP Tela 5.5"";"3509.91";"R$ 3.509,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-128gb-black-piano-4g-cam.-12mp-selfie-5mp-tela-5.5/p/2172392/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Rosê - 4G Câm. 12MP + Selfie 5MP Tela 5.5" Quad HD";"3149.91";"R$ 3.149,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-rose-4g-cam.-12mp-selfie-5mp-tela-5.5-quad-hd/p/2165747/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Azul - 4G Câm. 12MP + Selfie 8MP Tela 5,5" Quad HD";"3149.91";"R$ 3.149,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-azul-4g-cam.-12mp-selfie-8mp-tela-5-5-quad-hd/p/2170593/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 32GB Prata 4G - Câm. 12MP + Frontal 5MP Tela 5.1" QuadHD Octa Core";"2699.91";"R$ 2.699,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-32gb-prata-4g-cam.-12mp-frontal-5mp-tela-5.1-quadhd-octa-core/p/2159152/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Prata 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Quad HD Octa Core";"3149.91";"R$ 3.149,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-prata-4g-cam.-12mp-selfie-5mp-tela-5.5-quad-hd-octa-core/p/2159140/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Flat 32GB Rosê - 4G Câm. 12MP + Selfie 5MP Tela 5.1" Quad HD";"2699.91";"R$ 2.699,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-flat-32gb-rose-4g-cam.-12mp-selfie-5mp-tela-5.1-quad-hd/p/2165746/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Dourado 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Proc. Octa Core";"3149.91";"R$ 3.149,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-dourado-4g-cam.-12mp-selfie-5mp-tela-5.5-proc.-octa-core/p/2159139/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Preto 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Desbl. Tim";"3149.1";"R$ 3.149,10";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-preto-4g-cam.-12mp-selfie-5mp-tela-5.5-desbl.-tim/p/2172994/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge 32GB Preto 4G - Câm. 12MP + Selfie 5MP Tela 5.5" Quad HD Octa Core";"3149.91";"R$ 3.149,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-32gb-preto-4g-cam.-12mp-selfie-5mp-tela-5.5-quad-hd-octa-core/p/2159141/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 32GB Preto 4G - Câm 12MP + Selfie 5MP Tela 5.1" Quad HD Octa Core";"2699.91";"R$ 2.699,91";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-32gb-preto-4g-cam-12mp-selfie-5mp-tela-5.1-quad-hd-octa-core/p/2159153/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Fone De Ouvido Original Samsung Galaxy S7 E S7 Edge - Samsung";"67.0";"R$ 67,00";"http://www.magazineluiza.com.br/fone-de-ouvido-original-samsung-galaxy-s7-e-s7-edge-samsung/p/9224478/ea/foac/"
"Magazine Luiza";"Samsung galaxy S7";"Fone De Ouvido Samsung Galaxy S7 E S7 Edge - Original - Samsung";"99.0";"R$ 99,00";"http://www.magazineluiza.com.br/fone-de-ouvido-samsung-galaxy-s7-e-s7-edge-original-samsung/p/9262981/ea/foac/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 EDGE G935F Single Chip - Samsung";"3499.9";"R$ 3.499,90";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-g935f-single-chip-samsung/p/9168594/te/tece/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 EDGE G935F Single Chip - Samsung";"3499.9";"R$ 3.499,90";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-g935f-single-chip-samsung/p/9254174/te/tece/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Flat 32GB Rosê - 4G Câm. 12MP + Selfie 5MP Tela 5.1" Quad HD";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-flat-32gb-rose-4g-cam.-12mp-selfie-5mp-tela-5.1-quad-hd/p/2165745/te/gas7/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 Edge 32GB Tela 5.5" Single Dourado G935 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-edge-32gb-tela-5.5-single-dourado-g935-samsung-samsung/p/9262290/te/tean/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 32GB Tela 5.1" Single Dourado G930 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-32gb-tela-5.1-single-dourado-g930-samsung-samsung/p/9207001/te/tean/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 Edge 32GB Tela 5.5" Single Prata G935 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-edge-32gb-tela-5.5-single-prata-g935-samsung-samsung/p/9127045/te/tean/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Samsung Galaxy S7 Edge Desbloqueado Tela 5,5" 32GB 4G Android 6.0 Azul - Azul - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-samsung-galaxy-s7-edge-desbloqueado-tela-5-5-32gb-4g-android-6.0-azul-azul-samsung/p/9059453/te/tcsp/"
"Magazine Luiza";"Samsung galaxy S7";"Smartphone Galaxy S7 32GB Tela 5.1" Single Preto G930 - Samsung - Samsung";"";"R$ 9.999,99";"http://www.magazineluiza.com.br/smartphone-galaxy-s7-32gb-tela-5.1-single-preto-g930-samsung-samsung/p/9169254/te/tean/"
"Mula Games";"Samsung galaxy S7";"-";"-";"R$ 9.999,99";"https://www.mulagames.com.br/busca-busca_produtos?nome_produto=<BUSCA>"
